*********************************************************************************************************start
By CHINAMI-JBU9G23
2024年11月7日  22:39:54

操作系统:  Windows 11  (10.0.22621) 64bit
系统内存大小:  32544
设备模型:  MS-7D94 (Micro-Star International Co., Ltd.)
设备唯一标识符:  9f6428c0edde7502a5a7f860e890938052a694a5
处理器数量:  24
处理器类型:  13th Gen Intel(R) Core(TM) i7-13700K
显卡标识符:  9476
显卡名称:  NVIDIA GeForce RTX 3060
显卡标识符:  4318
显卡厂商:  NVIDIA
显卡版本:  Direct3D 11.0 [level 11.1]
显存大小:  12115
显卡着色器级别:  50
是否图像效果:  True
是否支持内置阴影:  True
*********************************************************************************************************end
LogInfo:

[I]22:39:54.981 测试日志
[I]22:39:55.660 测试日志
[I]22:39:55.721 测试日志
[I]22:39:55.721 测试日志
[I]22:39:55.721 测试日志
[I]22:39:55.741 测试日志
[I]22:39:55.762 测试日志
[I]22:39:55.783 测试日志
[I]22:39:55.802 测试日志
[I]22:39:55.821 测试日志
[I]22:39:55.841 测试日志
[I]22:39:55.863 测试日志
[I]22:39:55.880 测试日志
[I]22:39:55.902 测试日志
[I]22:39:55.921 测试日志
[I]22:39:55.940 测试日志
[I]22:39:55.961 测试日志
[I]22:39:55.980 测试日志
[I]22:39:56.002 测试日志
[I]22:39:56.021 测试日志
[I]22:39:56.041 测试日志
[I]22:39:56.062 测试日志
[I]22:39:56.080 测试日志
[I]22:39:56.106 测试日志
[I]22:39:56.122 测试日志
[I]22:39:56.142 测试日志
[I]22:39:56.161 测试日志
[I]22:39:56.181 测试日志
[I]22:39:56.201 测试日志
[I]22:39:56.222 测试日志
[I]22:39:56.240 测试日志
[I]22:39:56.261 测试日志
[I]22:39:56.280 测试日志
[I]22:39:56.300 测试日志
[I]22:39:56.322 测试日志
[I]22:39:56.341 测试日志
[I]22:39:56.362 测试日志
[I]22:39:56.381 测试日志
[I]22:39:56.402 测试日志
[I]22:39:56.421 测试日志
[I]22:39:56.439 测试日志
[I]22:39:56.462 测试日志
[I]22:39:56.481 测试日志
[I]22:39:56.501 测试日志
[I]22:39:56.519 测试日志
[I]22:39:56.541 测试日志
[I]22:39:56.560 测试日志
[I]22:39:56.580 测试日志
[I]22:39:56.604 测试日志
[I]22:39:56.621 测试日志
[I]22:39:56.640 测试日志
[I]22:39:56.662 测试日志
[I]22:39:56.681 测试日志
[I]22:39:56.700 测试日志
[I]22:39:56.720 测试日志
[I]22:39:56.741 测试日志
[I]22:39:56.760 测试日志
[I]22:39:56.781 测试日志
[I]22:39:56.801 测试日志
[I]22:39:56.822 测试日志
[I]22:39:56.840 测试日志
[I]22:39:56.862 测试日志
[I]22:39:56.880 测试日志
[I]22:39:56.899 测试日志
[I]22:39:56.921 测试日志
[I]22:39:56.940 测试日志
[I]22:39:56.962 测试日志
[I]22:39:56.980 测试日志
[I]22:39:57.001 测试日志
[I]22:39:57.020 测试日志
[I]22:39:57.041 测试日志
[I]22:39:57.060 测试日志
[I]22:39:57.081 测试日志
[I]22:39:57.105 测试日志
[I]22:39:57.120 测试日志
[I]22:39:57.140 测试日志
[I]22:39:57.162 测试日志
[I]22:39:57.181 测试日志
[I]22:39:57.201 测试日志
[I]22:39:57.221 测试日志
[I]22:39:57.241 测试日志
[I]22:39:57.262 测试日志
[I]22:39:57.280 测试日志
[I]22:39:57.300 测试日志
[I]22:39:57.319 测试日志
[I]22:39:57.341 测试日志
[I]22:39:57.361 测试日志
[I]22:39:57.382 测试日志
[I]22:39:57.401 测试日志
[I]22:39:57.420 测试日志
[I]22:39:57.440 测试日志
[I]22:39:57.462 测试日志
[I]22:39:57.481 测试日志
[I]22:39:57.501 测试日志
[I]22:39:57.521 测试日志
